위도,경도,도로명
37.4901548,127.12090939452192,송파대로24길 5-7
37.49015789539798,127.01858652123713,사임당로17길 56
37.49015789539798,127.01858652123713,사임당로17길 116
37.49015789539798,127.01858652123713,사임당로17길 80
37.49015789539798,127.01858652123713,사임당로17길 83
37.49015789539798,127.01858652123713,사임당로17길 90
37.490201744652545,126.99293782903764,서초대로25길 88
37.490201744652545,126.99293782903764,서초대로25길 76
37.490201744652545,126.99293782903764,서초대로25길 80
37.4902087,127.0284617,서운로 62
37.4902781,127.12084135,송파대로24길 5-11
37.4903272,127.0057821,서초대로38길 12
37.49037381084531,126.9063170418134,시흥대로181길 17
37.490379090542405,126.89403069275043,도림로22길 8
37.490401000000006,127.12077535,송파대로24길 5-13
37.4904013,126.8382320762136,서해안로 2281
37.4904043,126.9503792,성현로 80
37.4904215,127.029738,효령로77길 14
37.4904768,127.01302695,서초대로50길 52
37.4904768,127.01302695,서초대로50길 84-8
37.4905387,126.9250502,봉천로 209
37.4905549,126.9911025,서초대로23길 74
37.4905614,126.8521563,개봉로15길 84-15
37.4905614,126.8521563,개봉로15길 91
37.49059503504477,127.13438581716092,송이로31길 20-10
37.49059503504477,127.13438581716092,송이로31길 56
37.49059503504477,127.13438581716092,송이로31길 66
37.4906266,127.0830899,양재대로33길 14
37.4906680272605,126.83899204069168,서해안로 2036
37.4906680272605,126.83899204069168,서해안로 2275
37.4906680272605,126.83899204069168,서해안로 2283
37.4906680272605,126.83899204069168,서해안로 2368
37.4906976,126.9239815,보라매로5가길 24
37.49077559535262,127.02910500956456,효령로77길 20
37.4907886,126.9232495,보라매로5길 51
37.490796034545966,126.92448876703529,보라매로5가길 7
37.490806329559945,127.01135763281404,반포대로26길 20
37.4908141,126.9783653,동작대로33마길 17
37.4908614,127.1495341,오금로68길 25-5
37.4908685,127.1267065,송이로 186
37.4908898,126.9715999,사당로27길 190
37.4908971,127.0421294,논현로 218
37.49094395,127.0779623112164,개포로110길 21
37.49100979277751,126.86216052681104,개봉로2길 133-15
37.4910392,126.94461585,양녕로 31
37.49107145,127.00857324036453,반포대로 122
37.49110959950583,126.99482157197652,방배로28길 93
37.49110959950583,126.99482157197652,방배로28길 80
37.49110959950583,126.99482157197652,방배로28길 63
37.49110959950583,126.99482157197652,방배로28길 51
37.49110959950583,126.99482157197652,방배로28길 46
37.49110959950583,126.99482157197652,방배로28길 40
37.49110959950583,126.99482157197652,방배로28길 90
37.491125800000006,127.07366012753047,영동대로 22
37.491139,127.1002072,광평로51길 49
37.49115199780066,126.98371237656907,동광로3길 18
37.49115199780066,126.98371237656907,동광로3길 113
37.49116153374675,126.95989305719657,청림5길 28
37.49116610604141,126.89124659642673,구로중앙로7길 28
37.491172,126.9249803,보라매로3길 29
37.4911724194901,127.14685353922027,양산로8길 24
37.4911724194901,127.14685353922027,양산로8길 8
37.49118287972207,126.9939000057283,동광로24길 81
37.49118287972207,126.9939000057283,동광로24길 22
37.49118287972207,126.9939000057283,동광로24길 25
37.49118287972207,126.9939000057283,동광로24길 37
37.49118287972207,126.9939000057283,동광로24길 15-4
37.49118287972207,126.9939000057283,동광로24길 45
37.49118287972207,126.9939000057283,동광로24길 13
37.49118287972207,126.9939000057283,동광로24길 8
37.49120954722207,126.84170747580478,오류로8길 11
37.4912113,127.02239656687097,사임당로 115
37.4912253,126.98929560667172,방배로33길 29
37.4912299,126.9765472,동작대로29길 118
37.49123139403738,126.84360294689682,오류로8라길 20-8
37.4912559,126.9248269,보라매로3길 29
37.49127053876514,126.94748353427876,구암길 106
37.49127053876514,126.94748353427876,구암길 95
37.49127059836254,126.99536555685002,서초대로33길 116
37.49127059836254,126.99536555685002,서초대로33길 102
37.49127059836254,126.99536555685002,서초대로33길 52
37.49127059836254,126.99536555685002,서초대로33길 67
37.49127059836254,126.99536555685002,서초대로33길 84-20
37.49127059836254,126.99536555685002,서초대로33길 84-24
37.49127059836254,126.99536555685002,서초대로33길 84-8
37.49127059836254,126.99536555685002,서초대로33길 84-5
37.49127059836254,126.99536555685002,서초대로33길 84-28
37.49127446568912,127.01992032221334,사임당로19길 10
37.4913209,127.0218781,서초대로74길 30
37.491338,126.9241344,보라매로5가길 16
37.49136,126.969387,사당로23아길 24
37.49136585,127.02495075,사임당로 130
37.4913832,126.97508244350688,동작대로29길 119
37.4914277,127.0321137,도곡로1길 22
37.4914415,126.9233972,보라매로5길 43
37.491500599999995,127.07744764031244,개포로110길 15
37.49153269999999,127.00829887754908,서초대로 240
37.491540490842986,126.92529312415328,보라매로3길 31
37.49155285,127.07968792310388,개포로110길 43
37.491563162687335,127.07673433356472,개포로110길 50
37.491563162687335,127.07673433356472,개포로110길 38
37.4915849,127.0299991,강남대로 321
37.4915976,127.0145417,서초중앙로 110
37.491610241235975,127.03459506880652,도곡로7길 22
37.491610241235975,127.03459506880652,도곡로7길 23
37.4916553,127.0289849,효령로77길 30
37.4916589,127.0357676,도곡로11길 10
37.4916726459453,126.87606174836156,구일로4길 46
37.4916726459453,126.87606174836156,구일로4길 22
37.4916726459453,126.87606174836156,구일로4길 65
37.4917279,127.0090871,반포대로30길 9
37.491788799999995,127.03534065,도곡로11길 13
37.4918026,126.942705,양녕로 117
37.49182068269749,127.02068117528968,사임당로23길 53
37.49182068269749,127.02068117528968,사임당로23길 12
37.49182068269749,127.02068117528968,사임당로23길 58
37.49183719804294,126.99518331443072,방배로30길 41
37.49183719804294,126.99518331443072,방배로30길 83
37.49183719804294,126.99518331443072,방배로30길 42
37.49183719804294,126.99518331443072,방배로30길 84
37.491857,126.9803664,동작대로39길 39
37.491857,126.9803664,동작대로35길 46
37.4918913,126.9766919,동작대로29길 81
37.4918913,126.9766919,동작대로29길 115
37.4918913,126.9766919,동작대로29길 195
37.4919047,126.9250664,보라매로5가길 7
37.49193091715496,127.13159581190972,동남로14길 23-9
37.49193091715496,127.13159581190972,동남로14길 17-25
37.4919491,127.0134303,반포대로28길 94
37.491984554652504,126.9047517031892,디지털로64길 15-9
37.491993099999995,126.89544435,도림로 14-5
37.491993099999995,126.89544435,도림로 14-3
37.491993099999995,126.89544435,도림로 107
37.49201187528889,126.95944254738096,관악로40길 60
37.49201473396074,127.02186348928356,서초대로64길 13
37.49201473396074,127.02186348928356,서초대로64길 31
37.49201473396074,127.02186348928356,서초대로64길 36
37.49201473396074,127.02186348928356,서초대로64길 83
37.49201473396074,127.02186348928356,서초대로64길 93
37.492028649999995,126.88671395,가마산로20다길 46
37.492028649999995,126.88671395,가마산로20다길 41
37.492028649999995,126.88671395,가마산로20다길 45
37.4920768,127.131833922747,동남로14길 23
37.4920835,127.0329685,도곡로3길 26
37.49208492488781,127.02685994247992,사임당로 137
37.492094879576406,126.85228110160958,개봉로17마길 9-17
37.492094879576406,126.85228110160958,개봉로17마길 9-22
37.492094879576406,126.85228110160958,개봉로17마길 9-9
37.49210970769666,127.08758851496805,양재대로55길 12
37.4921168,126.9235534,보라매로5길 35
37.492128,127.0432385,도곡로28길 8
37.4921329,127.0625947,삼성로 151
37.492143346983376,126.98468829022904,방배중앙로21길 55
37.4921677,127.0308332,강남대로 324
37.4922248,127.131801840838,동남로14길 21
37.49222575,127.123000569637,송이로26길 18
37.49222799885459,126.86213463715254,개봉로20길 6
37.49224028792233,126.90907663721302,시흥대로 609
37.4922659,126.9584734,관악로 304
37.4922758127151,126.83804654489542,경인로8길 75
37.4922758127151,126.83804654489542,경인로8길 64
37.49227714038203,126.89225455515974,구로중앙로8길 41-23
37.49228715,127.14723715,오금로62길 10
37.492306,126.9255626,보라매로5길 5
37.49230715432873,127.15065900769204,오금로68길 33
37.4923156,127.0358054,도곡로13길 19
37.49232098146327,126.99802721542164,동광로32길 42
37.49232098146327,126.99802721542164,동광로32길 54
37.4923339,127.07461350554291,개포로109길 5
37.4923379,126.8606428,개봉로20길 158
37.4923576,126.9251903,보라매로5길 5
37.49239034089323,127.12630212685796,동남로11길 4
37.49239034089323,127.12630212685796,동남로11길 21
37.49240443674653,127.12404862204406,송이로26길 16-7
37.492437449094915,126.99227419865672,동광로22길 32
37.492437449094915,126.99227419865672,동광로22길 29
37.4924812,127.0572379,남부순환로391길 7
37.49252858341955,126.99648664483074,동광로30길 23
37.49252858341955,126.99648664483074,동광로30길 17
37.49253192652261,126.93282201567524,당곡2길 109-13
37.49253192652261,126.93282201567524,당곡2길 109-11
37.49258102174173,126.928394135386,보라매로6길 33
37.49259039156785,126.9937561364681,방배로32길 103-13
37.49259039156785,126.9937561364681,방배로32길 105
37.49259039156785,126.9937561364681,방배로32길 103-8
37.49259039156785,126.9937561364681,방배로32길 109
37.49259039156785,126.9937561364681,방배로32길 17-16
37.49259039156785,126.9937561364681,방배로32길 112
37.49259039156785,126.9937561364681,방배로32길 84
37.49259039156785,126.9937561364681,방배로32길 72
37.49259039156785,126.9937561364681,방배로32길 71
37.49259039156785,126.9937561364681,방배로32길 67-7
37.49259039156785,126.9937561364681,방배로32길 67-10
37.49259039156785,126.9937561364681,방배로32길 81
37.49259039156785,126.9937561364681,방배로32길 49
37.49259039156785,126.9937561364681,방배로32길 50
37.49259039156785,126.9937561364681,방배로32길 47-22
37.49259039156785,126.9937561364681,방배로32길 47-21
37.49259039156785,126.9937561364681,방배로32길 33
37.4925954,126.9236613,보라매로5길 23
37.492618339521094,126.88935879151092,구로동로28길 42
37.492618339521094,126.88935879151092,구로동로28길 64-12
37.4926407,127.0903131,양재대로55길 10
37.49265911854143,127.0370672947034,도곡로17길 12
37.49268115718967,126.94538706470618,성현로 14
37.49269595250315,127.14306936815936,오금로56길 28
37.4926997,126.979285,동작대로35사길 2
37.49270255,127.03872637277205,도곡로21길 15
37.4927328,127.1281203,동남로 161
37.4927678,126.85195745,개봉로17나길 16
37.4927678,126.85195745,개봉로17나길 28
37.4927975,126.9104233,여의대방로 8
37.49284745,127.12355265,중대로12길 35
37.49287611394162,127.12802552489768,동남로9길 41
37.4928891,126.88217959181983,구로동로35길 30
37.49289532511027,126.85140667220044,개봉로17바길 53
37.49289532511027,126.85140667220044,개봉로17바길 49
37.49291426537936,127.03790848732162,도곡로19길 17
37.49291426537936,127.03790848732162,도곡로19길 13
37.4929458,127.0838194,개포로124길 27
37.4929804,127.1424203,오금로56길 16
37.493008,127.0391467,논현로63길 16
37.4930417,126.9145589,여의대방로10길 100
37.49304605,127.1292165,동남로 160
37.49304605,127.1292165,동남로 225
37.49304605,127.1292165,동남로 240-6
37.49304605,127.1292165,동남로 240-1
37.4930802,127.1505431,오금로 551
37.4930983,127.0555038,선릉로 206
37.4931117,126.9052931,디지털로 420
37.49318538449637,126.99394481608472,방배로34길 102
37.49318538449637,126.99394481608472,방배로34길 17
37.49318538449637,126.99394481608472,방배로34길 20
37.49318538449637,126.99394481608472,방배로34길 42
37.49318538449637,126.99394481608472,방배로34길 64
37.49318538449637,126.99394481608472,방배로34길 75
37.49318538449637,126.99394481608472,방배로34길 82
37.49318538449637,126.99394481608472,방배로34길 86
37.49318538449637,126.99394481608472,방배로34길 109
37.493194,126.9552553,상도로68길 27
37.493194,126.9552553,상도로68길 33-1
37.493194,126.9552553,상도로68길 31
37.493194,126.9552553,상도로68길 29
37.493203642949865,126.8315497171166,부일로 927
37.493203642949865,126.8315497171166,부일로 985
37.493229,126.9867772,방배중앙로 158
37.493240374064214,126.99563335779568,동광로28길 15
37.493240374064214,126.99563335779568,동광로28길 30
37.493240374064214,126.99563335779568,동광로28길 19
37.493240374064214,126.99563335779568,동광로28길 23
37.49326409732917,126.98817655108338,방배로37길 26-9
37.49326409732917,126.98817655108338,방배로37길 49
37.4933062,127.13184245,오금로44길 57
37.493365059673515,127.14283690700248,오금로54길 10
37.493383004600155,126.85016746998114,개봉로17아길 41-13
37.49338635,127.11972685482549,중대로 101
37.4933995,127.0673796,삼성로 150
37.4934517,126.9109255739774,여의대방로 22
37.4934692,126.9784689,동작대로35아길 14
37.4934794,127.0154698,서초중앙로22길 25
37.49350110677389,127.15809358579564,성내천로43바길 35-3
37.49353857401032,127.03940543746366,도곡로23길 31
37.49353857401032,127.03940543746366,도곡로23길 32
37.4935417,126.9335465,국사봉16길 26
37.49355095,127.04783914926196,언주로 406
37.4935762,127.0460469,도곡로 242
37.4935901,126.9280649756679,보라매로 62
37.49363852373132,127.00155932601562,동광로 157
37.49363852373132,127.00155932601562,동광로 62
37.49363852373132,127.00155932601562,동광로 105
37.49363852373132,127.00155932601562,동광로 155
37.49363852373132,127.00155932601562,동광로 114
37.49363852373132,127.00155932601562,동광로 116
37.49363852373132,127.00155932601562,동광로 160
37.49363852373132,127.00155932601562,동광로 126
37.493667,127.0310454,역삼로 109
37.49366805,127.132322247357,오금로44길 51
37.49370009636762,127.04236564537422,논현로64길 28
37.49373561245909,127.03403479284964,역삼로10길 13
37.4937588,127.0285031,서초대로78길 44
37.49379124073659,127.146478144759,오금로61길 20
37.493811499351175,127.01761682512964,서초중앙로22길 78
37.49381413067564,126.9855482899455,동광로11길 102
37.49386050354107,127.0768669424204,개포로109길 69
37.49386050354107,127.0768669424204,개포로109길 21
37.49386273400639,126.83850850715544,경인로11길 2-4
37.49386964999999,127.13586965897804,문정로13길 7
37.4939058,126.9260648,보라매로7가길 9
37.49391481766672,126.84897812763252,서해안로34가길 22
37.49391481766672,126.84897812763252,서해안로34가길 18
37.49392295389373,127.13319081931684,동남로18길 9
37.4939664,127.0279108,강남대로53길 11
37.49399435,127.13274450172582,오금로44길 47
37.4939991,127.0177713,서초대로58길 18
37.49402140036349,127.0004778496721,동광로46길 13-14
37.49402140036349,127.0004778496721,동광로46길 7-14
37.49402140036349,127.0004778496721,동광로46길 7-18
37.49402805,127.0584864127698,삼성로51길 37
37.4940351,126.98832657277784,동광로19길 51
37.49403532659276,126.85844565058352,남부순환로97길 74
37.49403532659276,126.85844565058352,남부순환로97길 30
37.49403532659276,126.85844565058352,남부순환로97길 50
37.4940369,126.9334006,국사봉18길 24
37.49404237528389,127.12503474986418,동남로13길 32
37.49404237528389,127.12503474986418,동남로13길 33
37.49404237528389,127.12503474986418,동남로13길 37
37.4940647,126.99014365,방배로 270
37.49407729069635,127.0183446812834,서초대로60길 33
37.49408130000338,126.8843419566834,가마산로19길 30
37.49409529641516,126.85812761149518,남부순환로95길 16
37.49409529641516,126.85812761149518,남부순환로95길 42-15
37.49409529641516,126.85812761149518,남부순환로95길 54
37.49409529641516,126.85812761149518,남부순환로95길 88
37.494178099603246,127.00146765253038,동광로47길 10-6
37.4941912,127.075245,개포로109길 9
37.4941939,127.06096310839598,남부순환로395길 10
37.49420084076361,127.14636076361091,거마로8길 23
37.4942173,127.0497541,선릉로 221
37.494247099999995,127.1517412,마천로57길 16
37.49425968885054,126.9904898581936,방배로42길 65
37.4942835,126.9364331,성대로6가길 100
37.4942835,126.9364331,성대로6가길 144
37.4942835,126.9364331,성대로6가길 149
37.49429003112737,127.04335073798818,도곡로33길 16
37.4943378,126.9136915,여의대방로10길 38
37.49436405,127.12143148839336,중대로 121
37.494405361957256,127.01781384575467,서초대로58길 10
37.494405361957256,127.01781384575467,서초대로58길 26
37.494405361957256,127.01781384575467,서초대로58길 30
37.49441810825249,126.83200831277234,부일로13길 66-5
37.4944346,127.0387112,도곡로23길 33
37.49444650694776,126.84210489757238,경인로20나길 30
37.49444650694776,126.84210489757238,경인로20나길 63
37.4944474,126.9542692,상도로60길 20
37.49447082082493,127.04488024857596,언주로63길 30
37.49447082082493,127.04488024857596,언주로63길 32
37.49449224999999,126.99636085,사평대로20길 113
37.49449224999999,126.99636085,사평대로20길 25
37.49449224999999,126.99636085,사평대로20길 79
37.49449224999999,126.99636085,사평대로20길 99
37.49450550044016,127.12042670702708,송파대로28길 35
37.49450870085429,126.82659577486444,부일로9길 133
37.49450870085429,126.82659577486444,부일로9길 127
37.49451593390204,126.99978844157472,동광로42길 4
37.49454089657659,126.87175069575878,구일로 168
37.49454089657659,126.87175069575878,구일로 154-17
37.4945548,126.9781875,동작대로39가길 55
37.49455625525243,127.03753586104948,논현로71길 46
37.49455625525243,127.03753586104948,논현로71길 48
37.49455875,127.06178715,남부순환로397길 5
37.4945717,126.9122779,여의대방로 28
37.49458525,127.1191443,송파대로30길 16
37.49458549383579,127.00138979968466,동광로45길 12
37.4946460659047,126.98377652662322,동광로1길 84
37.494711,127.018273,서초대로 334
37.4947379,126.9800259,동작대로39길 22
37.49474132890469,126.9972299633566,동광로 158
37.49474132890469,126.9972299633566,동광로 89-5
37.49474132890469,126.9972299633566,동광로 98
37.494751750000006,127.1557474,성내천로47길 22
37.494751750000006,127.1557474,성내천로47길 38
37.49475531783285,126.8169040968688,부일로1길 26-12
37.4947564,127.0307856,역삼로3길 17-4
37.49475849910094,126.85133166643706,개봉로19길 85
37.4947585536773,126.90334364922124,대림로22길 29
37.4947585536773,126.90334364922124,대림로22길 38
37.49476038959936,126.996102308447,동광로33길 39
37.49476038959936,126.996102308447,동광로33길 15
37.49476038959936,126.996102308447,동광로33길 9
37.49478774397736,127.01502379939342,서초중앙로24길 57
37.49478774397736,127.01502379939342,서초중앙로24길 33
37.49478774397736,127.01502379939342,서초중앙로24길 43
37.4948088,126.9300852,국사봉6길 58
37.4948776,127.0327102,역삼로7길 13
37.49488100000001,127.12186192714384,중대로 127
37.49491329999999,127.14338045,거마로3길 7
37.494942,127.027422,서초대로74길 29
37.49495277083552,126.89165915082434,가마산로26길 5
37.4949745,126.9147778,여의대방로10길 13
37.4949745,126.9147778,여의대방로10길 14
37.4949745,126.9147778,여의대방로10길 59
37.494977267911224,127.13343321775952,오금로44길 10
37.4949814,127.0278448,강남대로55길 9-13
37.4950171,127.15107893768374,마천로 315
37.495075799999995,127.12071397389175,송파대로28길 27
37.49513920975966,126.90353396087642,도림로54길 14
37.4951609,127.0194326,서초대로 346
37.49518455767719,126.98974487399184,방배로40길 15-13
37.4952144,126.987156,방배로43길 5
37.49522157715919,127.11981976410866,송파대로30길 11
37.4952362,126.937095,양녕로23길 43
37.4952362,126.937095,양녕로23길 67
37.4952362,126.937095,양녕로23길 33
37.4952362,126.937095,양녕로23길 9
37.4952465,127.0197108,서초대로 350
37.49525889491237,127.00179320385668,동광로49길 89
37.49525889491237,127.00179320385668,동광로49길 78
37.4952953,126.8980757,대림로29길 13
37.495327605270354,126.99267497111992,사평대로12길 22
37.495327605270354,126.99267497111992,사평대로12길 27
37.495327605270354,126.99267497111992,사평대로12길 65
37.495327605270354,126.99267497111992,사평대로12길 45
37.495327605270354,126.99267497111992,사평대로12길 55
37.4953724186006,126.87259765964016,구일로10길 49
37.4954063,127.0304354,테헤란로4길 46
37.4954161,126.9509029,상도로 346-1
37.49542764989744,126.8168078924264,부일로1길 136-9
37.49542764989744,126.8168078924264,부일로1길 136-3
37.49542764989744,126.8168078924264,부일로1길 126
37.49542975,126.85686036170787,개봉로23가길 10
37.4954427,127.0276004,강남대로55길 9-7
37.49545295,126.99933875,동광로39길 18
37.49545295,126.99933875,동광로39길 27
37.49545295,126.99933875,동광로39길 32
37.49545295,126.99933875,동광로39길 7
37.49545295,126.99933875,동광로39길 54-10
37.49545295,126.99933875,동광로39길 80
37.49545295,126.99933875,동광로39길 40
37.49545295,126.99933875,동광로39길 37
37.4954591,126.9978506,서래로 5
37.49546629769938,127.11765233323985,송파대로32길 15
37.495467399999995,127.0634159451344,삼성로 212
37.495468202610645,126.8372058082421,경인로15나길 65-4
37.49548925,126.85799415,개봉로24길 46
37.49556025,127.12624342984212,동남로9길 39
37.495563608506,127.04798442274472,도곡로43길 21
37.495563608506,127.04798442274472,도곡로43길 20
37.495563608506,127.04798442274472,도곡로43길 37
37.49558498447634,127.04156457218691,논현로70길 14
37.49558498447634,127.04156457218691,논현로70길 16
37.4955987,126.84370445,경인로20길 6
37.49560158841134,126.99372610117142,동광로27길 14
37.49560158841134,126.99372610117142,동광로27길 66
37.49560158841134,126.99372610117142,동광로27길 38
37.49560158841134,126.99372610117142,동광로27길 29-9
37.49560158841134,126.99372610117142,동광로27길 84
37.49560158841134,126.99372610117142,동광로27길 88
37.49560158841134,126.99372610117142,동광로27길 60
37.49560158841134,126.99372610117142,동광로27길 112
37.49560158841134,126.99372610117142,동광로27길 104
37.49560158841134,126.99372610117142,동광로27길 29-6
37.49560158841134,126.99372610117142,동광로27길 15
37.49560158841134,126.99372610117142,동광로27길 91
37.49561835064978,126.8914186513261,구로중앙로18길 53
37.49561835064978,126.8914186513261,구로중앙로18길 27
37.49561835064978,126.8914186513261,구로중앙로18길 23
37.49561835064978,126.8914186513261,구로중앙로18길 11
37.49561835064978,126.8914186513261,구로중앙로18길 17
37.49561835064978,126.8914186513261,구로중앙로18길 11-1
37.49561835064978,126.8914186513261,구로중앙로18길 59
37.49561835064978,126.8914186513261,구로중앙로18길 68
37.4956367,127.0271227,서초대로74길 23
37.49564105,126.8924994810484,구로중앙로18길 56
37.49565551376571,126.98710676865736,방배로43길 30
37.49565551376571,126.98710676865736,방배로43길 21
37.49565551376571,126.98710676865736,방배로43길 2
37.495688261912534,126.99164659982291,사평대로6길 42-9
37.495688261912534,126.99164659982291,사평대로6길 91
37.495688261912534,126.99164659982291,사평대로6길 74
37.495688261912534,126.99164659982291,사평대로6길 44
37.495688261912534,126.99164659982291,사평대로6길 109-17
37.495688261912534,126.99164659982291,사평대로6길 118
37.495688261912534,126.99164659982291,사평대로6길 109-13
37.495688261912534,126.99164659982291,사평대로6길 109-12
37.495688261912534,126.99164659982291,사평대로6길 106
37.4956957,126.9318077,국사봉길 178
37.4957117,127.0378916,역삼로 171
37.49576544658097,126.8951067299474,대림로31길 39
37.495815145584935,126.85915911150816,경인로40길 25
37.495815145584935,126.85915911150816,경인로40길 11
37.49582025,126.87603722417992,구일로8길 92
37.4958249,126.9330114,국사봉1길 214
37.4958249,126.9330114,국사봉1길 200
37.49582601430832,126.81821842627004,부일로1다길 16-8
37.495826330475886,126.88127324480318,구로동로43길 10
37.495826330475886,126.88127324480318,구로동로43길 44-6
37.49582861673914,127.00000593428152,동광로41길 14
37.49582861673914,127.00000593428152,동광로41길 32-1
37.49584704635846,127.0409440638284,논현로72길 32
37.49587878172038,126.84614533117524,경인로20가길 68
37.49590935,126.87582851952502,구일로10길 53
37.49593802594961,127.00044242146645,서래로2길 35
37.49593802594961,127.00044242146645,서래로2길 54-6
37.49593802594961,127.00044242146645,서래로2길 29
37.4960238,127.0253063,서운로 138
37.496044339908906,126.98838530092937,방배로 12
37.496044339908906,126.98838530092937,방배로 21
37.496044339908906,126.98838530092937,방배로 239
37.496044339908906,126.98838530092937,방배로 249
37.496044339908906,126.98838530092937,방배로 63
37.496044339908906,126.98838530092937,방배로 278
37.49608235,127.05983484040914,삼성로51길 25
37.49608674154895,126.85726698446688,경인로38길 13
37.496118249999995,127.05041546279035,도곡로57길 9-7
37.49614435976447,126.84579090469366,경인로22길 62
37.49614830474138,126.9973387247922,서래로1길 13
37.49614830474138,126.9973387247922,서래로1길 25
37.4961634,127.14120535132312,오금로53길 14
37.49623985623176,127.0424318089012,역삼로34길 25
37.49623985623176,127.0424318089012,역삼로34길 12
37.4962692,126.9219053,여의대방로22나길 47
37.4962736,127.0502048,도곡로57길 12
37.4963107,127.0302,테헤란로4길 32
37.496315979760055,127.04402253221552,언주로69길 31
37.49634146125058,127.02256864728456,서초대로 340
37.49634146125058,127.02256864728456,서초대로 385
37.49634146125058,127.02256864728456,서초대로 156
37.4963651,126.9277189,보라매로 70
37.4963773,126.9530377,상도로62길 81-1
37.49638245,127.13081268125168,동남로17길 15
37.4963924,127.02785532076348,강남대로 375
37.496429498367306,127.03728215668498,역삼로19길 14
37.496429498367306,127.03728215668498,역삼로19길 12
37.496429498367306,127.03728215668498,역삼로19길 25
37.4964739,126.9256903,여의대방로22카길 81
37.4964819170766,127.06055846624676,삼성로51길 35
37.4964819170766,127.06055846624676,삼성로51길 10-14
37.49654195582506,127.08852090378436,개포로 405
37.49659785,126.90051228975322,도림로47길 1
37.4966595883884,126.99205350423848,동광로27길 74
37.4966595883884,126.99205350423848,동광로27길 67
37.4966595883884,126.99205350423848,동광로27길 47
37.4966748,126.846988848212,경인로 230-13
37.4966769,126.9362455,성대로12길 11
37.496678836582205,127.00124003184376,동광로43길 14-22
37.496678836582205,127.00124003184376,동광로43길 4
37.496678836582205,127.00124003184376,동광로43길 14-30
37.496678836582205,127.00124003184376,동광로43길 58
37.496689077639054,127.1167784718875,송파대로32길 33
37.496689077639054,127.1167784718875,송파대로32길 8
37.4966951,126.9272994,보라매로 83
37.4967629,126.9243031,여의대방로22아길 22
37.49677665,127.1538279957939,성내천로 266
37.496800750000006,127.05940410635664,도곡로78길 22
37.4968214998118,127.03315947790946,테헤란로10길 27
37.4968214998118,127.03315947790946,테헤란로10길 10
37.4968367587899,126.98655680435564,방배로45길 27
37.4968367587899,126.98655680435564,방배로45길 2
37.49684118505876,126.91165002972151,여의대방로5길 6
37.496844123452675,126.83059851808692,오리로20길 44
37.496844123452675,126.83059851808692,오리로20길 26-10
37.496844123452675,126.83059851808692,오리로20길 26-7
37.496844123452675,126.83059851808692,오리로20길 26-8
37.496844123452675,126.83059851808692,오리로20길 58
37.496844123452675,126.83059851808692,오리로20길 52
37.496844123452675,126.83059851808692,오리로20길 47
37.496844123452675,126.83059851808692,오리로20길 28
37.49686055,127.14661032581398,거마로 102
37.4968728700573,126.85694907687852,개봉로23길 16
37.4969045,127.13354267969666,오금로44가길 27
37.49691195,127.13306485624388,동남로20길 3
37.496924187579786,126.84386137405984,경인로19가길 40
37.4969463,126.984336,동광로1길 112
37.4969489,126.9535685,상도로 357
37.496976842338235,126.99758497582788,서래로3길 20
37.496976842338235,126.99758497582788,서래로3길 21
37.4969862,126.9455936,양녕로26나길 8
37.4969972,126.944009,양녕로26길 15
37.4969972,126.944009,양녕로26길 11
37.49701090000001,127.05751737579928,삼성로57길 45
37.4970548,127.0585358535504,삼성로57길 37-5
37.497073429433954,127.03398123316732,테헤란로14길 42
37.497073429433954,127.03398123316732,테헤란로14길 13
37.4971018,127.12241577956372,송이로19길 8
37.49711705,126.98097623771216,동작대로43길 36
37.49712876563699,126.83760112672223,고척로3길 112
37.49713859183774,127.05545619954285,도곡로 320
37.497148,126.9860175,사평대로2길 19-9
37.49715703268254,127.14630336822356,거마로 56
37.49715703268254,127.14630336822356,거마로 41
37.49715703268254,127.14630336822356,거마로 101
37.49717044881151,126.99892246180256,사평대로26길 112
37.4971722,126.9514412,상도로54길 24
37.4971722,126.9514412,상도로54길 18
37.49719365,127.13503965,오금로44가길 7
37.4972087,127.0336556,테헤란로14길 34
37.49724822900083,127.05937728715588,도곡로78길 13
37.497271950189216,126.99556883772382,사평대로16길 14
37.497271950189216,126.99556883772382,사평대로16길 33
37.497271950189216,126.99556883772382,사평대로16길 54
37.49727440786115,127.04700253258196,언주로70길 18-8
37.49727440786115,127.04700253258196,언주로70길 24
37.497287,126.9857378,방배중앙로 204
37.49731370000001,127.15188449544024,마천로51길 25
37.497315923255094,126.99761034231985,사평대로22길 91
37.4973393,127.15255332174084,마천로51길 27
37.49733964662328,126.9930458869542,사평대로12길 75
37.497350299999994,127.06050186912545,삼성로51길 10-13
37.49743533908113,126.9943413433128,사평대로14길 12
37.49743533908113,126.9943413433128,사평대로14길 23
37.497456,126.98452915,방배중앙로 51
37.4974881,127.1231829,송이로19길 12-3
37.4975225,127.0500777,선릉로69길 19
37.49753542559538,126.84436321648832,경인로27길 7
37.49753929330598,126.99165468096513,사평대로8길 19
37.49755159188967,126.91519400506876,여의대방로9길 5
37.497561,127.05575893903207,도곡로 413
37.49757971425935,127.04011963099458,역삼로25길 21
37.49757971425935,127.04011963099458,역삼로25길 17
37.49758145,126.89482855088784,가마산로 312
37.4975857,127.0330422,테헤란로10길 25
37.4975963,127.12365293709968,송이로21길 23
