,시도,시군구,읍면동,도로명,단지명,위도,경도,행정동
1975,서울특별시,동대문구,휘경동,망우로 105,휘경미소지움,37.5915948,127.0648479,휘경1동
1976,서울특별시,동작구,대방동,알마타길 53,대방2차e-편한세상,37.5120226,126.9309205,대방동
1977,서울특별시,동작구,사당동,사당로2가길 173,남해오네뜨,37.487191,126.9654684,사당5동
1978,서울특별시,동작구,사당동,사당로20길 119,르메이에르,37.4784057,126.9737186,사당1동
1979,서울특별시,동작구,상도동,상도로 207,상도효성해링턴플레이스,37.5056265,126.9420731,상도2동
1980,서울특별시,동작구,상도동,상도로38길 3-50,중앙아파트,37.5002951,126.9494543,상도1동
1981,서울특별시,동작구,신대방동,여의대방로22길 24,벽산,37.4973344,126.9218678,신대방2동
1982,서울특별시,동작구,흑석동,서달로1길 8-6,한진리버타운,37.4994991,126.9603111,흑석동
1983,서울특별시,마포구,마포동,마포대로4길 90,보성,37.5359482,126.9462953,도화동
1984,서울특별시,마포구,상수동,독막로20나길 21,래미안밤섬리베뉴Ⅱ,37.5465714,126.9272813,서강동
1985,서울특별시,마포구,상암동,월드컵북로 502-36,상암월드컵파크10단지,37.5852509,126.882411,상암동
1986,서울특별시,마포구,성산동,월드컵로26길 57,성산동자담이움아파트,37.5596464,126.9106595,성산1동
1987,서울특별시,마포구,신공덕동,백범로 239,신공덕e편한세상,37.541882,126.9570071,공덕동
1988,서울특별시,마포구,아현동,마포대로24길 16,공덕자이,37.5535567,126.9587344,공덕동
1989,서울특별시,마포구,합정동,희우정로1길 48,두영이지안,37.5500027,126.9064768,합정동
1990,서울특별시,서대문구,북아현동,북아현로22길 86,우민B,37.564393,126.9573611,충현동
1991,서울특별시,서대문구,합동,서소문로 43-30,사랑채,37.5610342,126.9647538,충현동
1992,서울특별시,서대문구,홍은동,포방터10길 33,극동,37.6025485,126.9508945,홍은1동
1993,서울특별시,서대문구,홍제동,통일로 357,무악재한화,37.5820211,126.9496656,홍제1동
1994,서울특별시,서초구,방배동,방배로40길 15-13,갤러리하우스,37.4956141,126.9902655,방배본동
1995,서울특별시,서초구,방배동,방배로 278,동부센트레빌,37.497614,126.9881011,방배본동
1996,서울특별시,서초구,방배동,방배선행길 2,삼성래미안1,37.4727642,126.9840384,방배2동
1997,서울특별시,서초구,방배동,명달로 15,서초이에스에이3차,37.4788696,127.0058448,서초3동
1998,서울특별시,서초구,방배동,방배로 14,임광,37.4770305,127.0025226,방배3동
1999,서울특별시,서초구,방배동,방배로 249,현대멤피스,37.4951205,126.9883836,방배본동
2000,서울특별시,서초구,서초동,서초대로 350,동아빌라트2,37.4951769,127.0196515,서초1동
2001,서울특별시,서초구,서초동,서운로 200,롯데캐슬클래식,37.5011707,127.0231357,서초4동
2002,서울특별시,서초구,서초동,효령로68길 81,서초자이,37.4849454,127.0201923,서초1동
2003,서울특별시,서초구,서초동,서운로 201,서초푸르지오써밋,37.501196,127.020749,서초4동
2004,서울특별시,서초구,서초동,서운로11길 23,서초한양수자인,37.4873559,127.0272959,서초2동
2005,서울특별시,서초구,우면동,바우뫼로 53,코오롱,37.4724811,127.0274887,양재1동
2006,서울특별시,서초구,잠원동,잠원로 202-11,훼미리,37.519104,127.0147571,잠원동
2007,서울특별시,성동구,성수동1가,왕십리로 66-15,신장미,37.5427245,127.0459839,성수1가1동
2008,서울특별시,성동구,성수동1가,왕십리로 16,트리마제,37.5387238,127.0448581,성수1가1동
2009,서울특별시,성동구,성수동2가,성수일로8길 47,롯데캐슬파크,37.546138,127.0558876,성수2가3동
2010,서울특별시,성북구,돈암동,동소문로34길 24,돈암동삼성,37.5995543,127.0240818,돈암1동
2011,서울특별시,성북구,보문동4가,인촌로2길 37,보문하우스토리,37.5841112,127.0208981,보문동
2012,서울특별시,성북구,정릉동,정릉로 305,길음뉴타운경남아너스빌,37.6042819,127.0172248,정릉1동
2013,서울특별시,성북구,정릉동,아리랑로19가길 20,정릉꿈에그린,37.6016329,127.0107592,정릉2동
2014,서울특별시,성북구,정릉동,솔샘로 120,정릉풍림아이원,37.6172361,127.0093745,정릉4동
2015,서울특별시,성북구,종암동,종암로21길 127,아이파크종암동1차,37.6025834,127.02975,종암동
2016,서울특별시,송파구,가락동,송파대로28길 27,성원상떼빌,37.4950978,127.1206515,가락본동
2017,서울특별시,송파구,마천동,거마로 102,대성골드클래스,37.501701,127.1487356,마천2동
2018,서울특별시,송파구,마천동,마천로35길 18,아남,37.5004196,127.145968,마천2동
2019,서울특별시,송파구,방이동,양재대로71길 2-27,인택파크랜드,37.5114084,127.126919,방이1동
2020,서울특별시,송파구,방이동,위례성대로12길 31-11,현대홈타운스위트105,37.5108619,127.1224913,방이1동
2021,서울특별시,송파구,삼전동,삼학사로1길 40,하늘공원(69-5),37.4987513,127.0926066,삼전동
2022,서울특별시,송파구,송파동,가락로 187,한양아파트,37.5059997,127.1145065,송파1동
2023,서울특별시,송파구,신천동,올림픽로 293-19,현대타워,37.5150907,127.1024764,잠실6동
2024,서울특별시,송파구,오금동,오금로 405,상아1차아파트,37.4986587,127.1355269,오금동
2025,서울특별시,송파구,장지동,충민로4길 5,송파파인타운5단지,37.4800563,127.1300088,장지동
2026,서울특별시,송파구,장지동,송파대로8길 42,송파파인타운12단지,37.4785757,127.1320611,장지동
2027,서울특별시,송파구,장지동,위례광장로 230,위례2차아이파크,37.4795787,127.1435708,위례동
2028,서울특별시,송파구,장지동,위례광장로 136,위례아이파크,37.4764778,127.1421477,위례동
2029,서울특별시,양천구,목동,목동중앙서로 37,금호어울림,37.5335905,126.8677721,목4동
2030,서울특별시,양천구,목동,목동중앙서로 47,성보,37.533253,126.8692142,목5동
2031,서울특별시,양천구,목동,목동중앙남로 21-15,에이스,37.5353525,126.8673495,목4동
2032,서울특별시,양천구,신월동,오목로1길 46,신월2차보람쉬움,37.5246421,126.8370567,신월4동
2033,서울특별시,양천구,신정동,신정로13길 38,대림e-편한세상,37.5124728,126.8429237,신정3동
2034,서울특별시,양천구,신정동,신목로 43,명지해드는터,37.5186239,126.8724327,신정2동
2035,서울특별시,양천구,신정동,중앙로36길 15,목동힐스테이트,37.5200845,126.856596,신정1동
2036,서울특별시,양천구,신정동,신목로12길 17,파인빌,37.5206434,126.8753888,신정2동
2037,서울특별시,영등포구,당산동,당산로54길 11,래미안당산1차,37.5342356,126.9056095,당산2동
2038,서울특별시,영등포구,당산동3가,양산로25길 12,당산계룡리슈빌3단지,37.5244899,126.8992016,당산1동
2039,서울특별시,영등포구,당산동5가,당산로42길 7,당산효성타운2차,37.5309814,126.9005997,당산2동
2040,서울특별시,영등포구,당산동5가,양평로 57,성원,37.5343683,126.8995317,당산2동
2041,서울특별시,영등포구,대림동,도림로 187,우성1,37.496285,126.9008824,대림3동
2042,서울특별시,영등포구,신길동,여의대방로43나길 25,삼환,37.5066308,126.9196417,신길7동
2043,서울특별시,영등포구,신길동,신길로23길 20,신미,37.5013006,126.9073345,신길5동
2044,서울특별시,영등포구,여의도동,국회대로76가길 11,순복음(초원),37.5307458,126.9239327,여의동
2045,서울특별시,영등포구,여의도동,국제금융로7가길 21,화랑,37.5220562,126.9354721,여의동
2046,서울특별시,용산구,원효로1가,백범로 341,리첸시아용산A,37.5381198,126.9677297,원효로1동
2047,서울특별시,용산구,한강로2가,한강대로 95,래미안용산더센트럴,37.5289661,126.9668037,한강로동
2048,서울특별시,용산구,효창동,백범로 260,효창파크푸르지오,37.5400629,126.9581413,효창동
2049,서울특별시,은평구,구산동,서오릉로27길 26-6,타워,37.6169034,126.9034928,구산동
2050,서울특별시,은평구,녹번동,서오릉로 46,녹번2현대,37.6050256,126.9247776,녹번동
2051,서울특별시,은평구,녹번동,통일로 590,대림아파트(276),37.5999727,126.9369222,녹번동
2052,서울특별시,은평구,불광동,불광로 40-9,갤럭시타운,37.6106385,126.930677,불광1동
2053,서울특별시,은평구,불광동,진흥로 265,북한산래미안아파트(2단지),37.6111045,126.9373754,불광1동
2054,서울특별시,은평구,수색동,은평터널로 65,e편한세상 수색 에코포레,37.5869052,126.9002532,수색동
2055,서울특별시,은평구,응암동,진흥로 50-8,역산아이지아,37.6010598,126.9206898,응암1동
2056,서울특별시,은평구,응암동,응암로 318,응암동금호,37.5991258,126.9220314,응암1동
2057,서울특별시,은평구,진관동,연서로48길 12,은평뉴타운 제각말 푸르지오(5-1단지),37.6353668,126.9351266,진관동
2058,서울특별시,종로구,내수동,사직로8길 24,경희궁의아침2단지,37.5740287,126.9711172,사직동
2059,서울특별시,종로구,숭인동,난계로29가길 16,버넷하임1,37.5737434,127.0223696,숭인2동
2060,서울특별시,종로구,평동,경교장길 35,경희궁자이(3단지),37.5687127,126.9659719,교남동
2061,서울특별시,종로구,효제동,대학로 33,포레스트힐시티,37.5740403,127.0018527,종로5·6가동
2062,서울특별시,중구,만리동1가,만리재로 193,서울역디오빌,37.5549465,126.9671921,중림동
2063,서울특별시,중구,중림동,청파로 464,브라운스톤서울,37.5610094,126.9681044,중림동
2064,서울특별시,중구,회현동1가,소공로 35,남산롯데캐슬아이리스,37.5581195,126.9818733,회현동
2065,서울특별시,중랑구,면목동,겸재로30길 42,마젤란21,37.586131,127.0839382,면목본동
2066,서울특별시,중랑구,묵동,공릉로18길 59,브라운스톤태릉,37.6186843,127.0826214,묵1동
2067,서울특별시,중랑구,신내동,봉화산로56길 145-1,중앙하이츠,37.6018869,127.0975502,신내1동
2068,서울특별시,중랑구,중화동,동일로140길 88,중화동건영아파트,37.6056975,127.0834152,중화1동
2069,서울특별시,강남구,압구정동,압구정로 309,현대8차(성수현대:91~95동),37.5306167,127.0351634,압구정동
2070,서울특별시,강남구,청담동,도산대로92길 10,대우유로카운티,37.523465,127.0499399,청담동
2071,서울특별시,강북구,번동,덕릉로41길 12,수유역두산위브1,37.6358515,127.0321841,번1동
2072,서울특별시,강서구,등촌동,공항대로59길 64,한사랑2삼성,37.5543162,126.8642218,등촌1동
2073,서울특별시,강서구,화곡동,곰달래로18길 3,남광아파트,37.5301021,126.8416106,화곡1동
2074,서울특별시,구로구,개봉동,경인로 271,고운아파트,37.4989427,126.8506645,개봉1동
2075,서울특별시,노원구,공릉동,공릉로 126,두산힐스빌아파트,37.6209249,127.0799205,공릉2동
2076,서울특별시,도봉구,창동,도봉로136가길 73,북한산한신휴플러스,37.6556704,127.0427727,창5동
2077,서울특별시,마포구,공덕동,마포대로20길 26,공덕2삼성래미안,37.5510043,126.9594829,공덕동
2078,서울특별시,마포구,도화동,새창로 52,도화동현대,37.5396164,126.9534969,도화동
2079,서울특별시,마포구,현석동,신수로2길 26,밤섬예가클래식,37.5420443,126.9358103,신수동
2080,서울특별시,서대문구,북아현동,신촌로35길 10,e편한세상신촌4단지,37.5582354,126.9559416,북아현동
2081,서울특별시,서초구,서초동,명달로6길 31,서초1차e-편한세상,37.4811863,127.0070352,서초3동
2082,서울특별시,성동구,성수동1가,서울숲길 17,성수파크빌,37.54816,127.0395885,성수1가2동
2083,서울특별시,송파구,가락동,오금로 396,sk파크타워,37.4979554,127.1342344,가락2동
2084,서울특별시,송파구,마천동,성내천로47길 38,송파파크데일2단지,37.4956274,127.1587338,마천1동
2085,서울특별시,송파구,석촌동,석촌호수로 230,미켈란호수가,37.5074029,127.1022404,석촌동
2086,서울특별시,양천구,신정동,목동남로4길 20,목동우성3,37.508207,126.8657465,신정7동
2087,서울특별시,영등포구,신길동,신풍로 77,래미안에스티움,37.5010071,126.9136156,신길7동
2088,서울특별시,용산구,이촌동,이촌로46길 2,타워맨션,37.5209214,126.9649236,이촌1동
2089,서울특별시,은평구,구산동,서오릉로23길 9-8,동익파크2동(355-98),37.6152595,126.9069377,구산동
2090,서울특별시,은평구,진관동,진관2로 77,우물골2단지두산위브(204~208동)BL2-5,37.6349949,126.9259094,진관동
2091,서울특별시,은평구,진관동,연서로46길 7,은평뉴타운기자촌11단지,37.6340766,126.9339327,진관동
2092,서울특별시,중구,신당동,동호로11마길 34,푸른마을(432-921),37.5509346,127.0057711,다산동
2093,서울특별시,강남구,논현동,도산대로54길 48-8,골든캐슬,37.519663,127.0388566,논현2동
2094,서울특별시,강남구,대치동,테헤란로 428,테헤란로대우아이빌(891-6),37.5056206,127.0539777,대치4동
2095,서울특별시,강남구,삼성동,테헤란로63길 12,LG선릉에클라트(B),37.5060824,127.0508954,삼성2동
2096,서울특별시,강남구,삼성동,봉은사로72길 33,영무예다음,37.5103741,127.0523454,삼성2동
2097,서울특별시,강남구,삼성동,학동로88길 5,진흥아파트,37.5187772,127.0530084,삼성1동
2098,서울특별시,강남구,청담동,영동대로142길 16,래미안청담로이뷰,37.5247059,127.0563614,청담동
2099,서울특별시,강남구,청담동,도산대로85길 24,상지리츠빌10차,37.5259844,127.0495006,청담동
2100,서울특별시,강남구,청담동,학동로87길 7,현대아파트(75-1),37.5193685,127.0514624,청담동
2101,서울특별시,강동구,강일동,아리수로97길 68,강일리버파크2단지,37.5694218,127.1763563,강일동
2102,서울특별시,강동구,강일동,아리수로94길 72,강일리버파크8단지,37.5615137,127.1767943,강일동
2103,서울특별시,강동구,길동,명일로24길 11-9,태천해오름18차,37.5422887,127.1480594,길동
2104,서울특별시,강동구,명일동,상암로 225,삼익가든,37.5471439,127.1478683,명일1동
2105,서울특별시,강동구,명일동,상암로 224,삼익가든,37.5461123,127.1472576,명일1동
2106,서울특별시,강동구,천호동,올림픽로89길 55,강변그대가갤럭시,37.5465613,127.1224465,천호2동
2107,서울특별시,강북구,번동,오현로 128,동문,37.6238539,127.0381964,번3동
2108,서울특별시,강서구,내발산동,공항대로36가길 66,태승훼미리2,37.5535694,126.8320011,발산1동
2109,서울특별시,강서구,등촌동,공항대로59길 103,대동황토방,37.5559665,126.8624991,등촌1동
2110,서울특별시,강서구,등촌동,화곡로68길 115,우성,37.5572881,126.8603286,등촌1동
2111,서울특별시,강서구,마곡동,마곡서로 175,마곡엠밸리4단지,37.5694079,126.8245883,가양1동
2112,서울특별시,강서구,마곡동,마곡중앙로 36,마곡엠벨리(15단지),37.5565911,126.8286944,발산1동
2113,서울특별시,강서구,마곡동,방화대로34길 88,마곡푸르지오,37.570181,126.8217009,방화1동
2114,서울특별시,강서구,방화동,양천로14길 44,경동팰리스힐,37.5712571,126.8095149,방화2동
2115,서울특별시,강서구,방화동,양천로6길 28,마곡중앙하이츠아파트,37.5706529,126.8067851,방화2동
2116,서울특별시,강서구,방화동,금낭화로 12,청성(877-0),37.5663536,126.812004,방화2동
2117,서울특별시,강서구,염창동,양천로75길 19,강변힐스테이트,37.5512599,126.8743857,염창동
2118,서울특별시,강서구,염창동,공항대로63길 14,염창3우성,37.5512305,126.8675393,염창동
2119,서울특별시,강서구,염창동,양천로73길 24,염창힐스테이트,37.551415,126.8736364,염창동
2120,서울특별시,강서구,염창동,공항대로61길 60,태영,37.5532995,126.8671911,염창동
2121,서울특별시,강서구,염창동,양천로73길 80,한강동아,37.5538809,126.8742784,염창동
2122,서울특별시,강서구,화곡동,공항대로46길 28,강서동도센트리움,37.5547387,126.8529317,화곡6동
2123,서울특별시,강서구,화곡동,화곡로 347,그랜드아이파크,37.5549766,126.8514568,화곡6동
2124,서울특별시,강서구,화곡동,강서로5나길 104,웰라이빌,37.528533,126.8423929,화곡1동
2125,서울특별시,관악구,봉천동,인헌16길 33-14,새진4차,37.4691266,126.9666783,인헌동
2126,서울특별시,관악구,봉천동,남부순환로220길 29,코스모블루,37.4798984,126.9518203,청룡동
2127,서울특별시,관악구,신림동,관천로 38,푸리마타운,37.4833198,126.92744,서원동
2128,서울특별시,광진구,구의동,자양로26길 71,새한,37.5409929,127.087976,구의1동
2129,서울특별시,광진구,구의동,천호대로 716,아차산포레안,37.5478814,127.0932449,구의2동
2130,서울특별시,광진구,자양동,자양로 55,자양,37.5325414,127.0845262,자양1동
2131,서울특별시,광진구,자양동,뚝섬로36길 19,자양8차현대홈타운,37.5333546,127.0721155,자양3동
2132,서울특별시,구로구,고척동,중앙로1길 18-19,"우성,현대아파트",37.4987903,126.8628468,고척1동
2133,서울특별시,구로구,고척동,중앙로5길 24,한효,37.5014972,126.8613694,고척1동
2134,서울특별시,구로구,구로동,구일로8길 92,중앙하이츠,37.4965662,126.8761797,구로1동
2135,서울특별시,구로구,오류동,오리로13가길 30,동보,37.4895521,126.8302848,오류2동
2136,서울특별시,금천구,독산동,시흥대로150길 6,독산동한양수자인,37.4756472,126.8994889,독산3동
2137,서울특별시,노원구,공릉동,동일로190길 11,참다움아파트,37.6254917,127.0739847,공릉1동
2138,서울특별시,노원구,상계동,덕릉로94길 21,상계불암대림,37.6631884,127.0771209,상계3·4동
2139,서울특별시,노원구,상계동,덕릉로 459-21,상계주공1(고층),37.6468272,127.0590566,상계6·7동
2140,서울특별시,노원구,상계동,동일로248길 16,수락파크빌,37.6792377,127.0568675,상계1동
2141,서울특별시,노원구,월계동,마들로 111,미륭,37.6238872,127.0658936,월계3동
2142,서울특별시,노원구,월계동,마들로3길 37,성원(사슴4),37.6293286,127.0623814,월계3동
2143,서울특별시,노원구,중계동,덕릉로76길 29,주공4,37.6553297,127.0769009,중계4동
2144,서울특별시,노원구,중계동,노원로22길 53,주공10,37.648003,127.073286,중계1동
2145,서울특별시,도봉구,방학동,시루봉로 192-6,부흥아파트,37.6661083,127.032222,방학2동
2146,서울특별시,도봉구,방학동,방학로12길 53,신동아아파트5,37.6632484,127.0284849,방학3동
2147,서울특별시,도봉구,방학동,해등로 286-5,우성아파트1,37.6578485,127.0237839,방학3동
2148,서울특별시,도봉구,쌍문동,우이천로 304,한양1,37.6454317,127.0302581,쌍문3동
2149,서울특별시,동대문구,장안동,장한로26나길 13,르메이에르장안타운6차,37.5709149,127.0727138,장안2동
2150,서울특별시,동대문구,청량리동,약령시로 147,미주,37.5838272,127.0467503,청량리동
2151,서울특별시,동작구,사당동,사당로20나길 57,케이씨씨,37.4814331,126.9736999,사당4동
2152,서울특별시,동작구,상도동,양녕로23길 9,경향렉스빌,37.4952745,126.9421853,상도4동
2153,서울특별시,동작구,신대방동,여의대방로10길 59,보라매파크빌,37.4942473,126.9153533,신대방2동
2154,서울특별시,마포구,공덕동,마포대로 109,롯데캐슬프레지던트,37.5450887,126.950795,아현동
2155,서울특별시,마포구,도화동,토정로37길 46,정우상가맨션,37.5424271,126.9473584,용강동
2156,서울특별시,마포구,용강동,토정로32길 6,대림2차,37.5408896,126.9406698,용강동
2157,서울특별시,서대문구,북가좌동,응암로 33,DMC현대아파트,37.5768916,126.9076799,북가좌1동
2158,서울특별시,서대문구,연희동,동교로 291,임광,37.5650686,126.9271632,연희동
2159,서울특별시,서대문구,창천동,성산로 394,연대JK,37.5617938,126.9316924,연희동
2160,서울특별시,서대문구,천연동,독립문로8길 54,천연뜨란채,37.5670699,126.9584671,천연동
2161,서울특별시,서대문구,홍제동,홍제내길 168,남양,37.5887295,126.9381126,홍제1동
2162,서울특별시,서대문구,홍제동,모래내로 430,성원,37.5835458,126.9428169,홍제1동
2163,서울특별시,서초구,방배동,효령로34길 92,방배블레스밸리,37.478001,127.0011416,방배3동
2164,서울특별시,서초구,서초동,서초중앙로 26,래미안서초유니빌,37.4846118,127.0169176,서초1동
2165,서울특별시,서초구,서초동,반포대로 58,서초아트자이,37.4856299,127.0114993,서초3동
2166,서울특별시,서초구,서초동,사임당로17길 56,현대빌리지,37.4915247,127.0171323,서초1동
2167,서울특별시,서초구,양재동,언남10길 7,양재동현대,37.4737805,127.0442946,양재2동
2168,서울특별시,서초구,잠원동,잠원로3길 6,킴스빌리지,37.5107451,127.0064854,반포3동
2169,서울특별시,서초구,잠원동,신반포로33길 64,한신로얄,37.5133984,127.0091311,잠원동
2170,서울특별시,성동구,성수동1가,왕십리로 36,강변건영아파트,37.5402474,127.0449631,성수1가1동
2171,서울특별시,성동구,성수동1가,뚝섬로1길 4,서울숲대림,37.541504,127.0465879,성수1가1동
2172,서울특별시,성동구,하왕십리동,난계로 73,극동미라주,37.5589183,127.0230953,왕십리2동
2173,서울특별시,성동구,하왕십리동,무학봉길 76,왕십리지웰,37.560831,127.0310501,왕십리2동
2174,서울특별시,성동구,행당동,고산자로14길 40,두산,37.5646221,127.037385,행당1동
2175,서울특별시,성북구,돈암동,아리랑로5길 85,돈암동더샵아파트,37.597529,127.0102586,돈암2동
2176,서울특별시,성북구,안암동3가,안암로9나길 14,대광,37.5823673,127.0246685,안암동
2177,서울특별시,성북구,안암동3가,안암로9길 30,삼익,37.5815922,127.0246333,안암동
2178,서울특별시,송파구,가락동,송이로21길 23,"가락3차쌍용스윗닷홈101동,102동",37.4976323,127.1234152,가락본동
2179,서울특별시,송파구,가락동,양재대로68길 3-21,그린아파트,37.5037345,127.1236945,가락본동
2180,서울특별시,송파구,가락동,오금로40길 8,현대(5차),37.4993847,127.1313227,가락2동
2181,서울특별시,송파구,마천동,성내천로21길 11,신동아,37.4998591,127.1444702,마천2동
2182,서울특별시,송파구,문정동,송파대로 106,동부브리앙뜨1,37.4802608,127.1259699,장지동
2183,서울특별시,송파구,방이동,올림픽로32길 49-12,몽촌(아),37.5129651,127.1121393,방이2동
2184,서울특별시,송파구,송파동,송이로 27-1,금강KCC,37.50283,127.1171792,송파2동
2185,서울특별시,송파구,신천동,올림픽로35길 94,장미3,37.5183595,127.1033988,잠실6동
2186,서울특별시,송파구,신천동,올림픽로35가길 11,한신잠실코아,37.5162656,127.1041365,잠실6동
2187,서울특별시,송파구,오금동,중대로 292,매그놀리아(1차),37.506422,127.1325532,오금동
2188,서울특별시,송파구,풍납동,올림픽로45길 11,극동,37.5265861,127.1165486,풍납2동
2189,서울특별시,송파구,풍납동,풍성로 14,미성,37.5341523,127.1138003,풍납2동
2190,서울특별시,양천구,목동,목동중앙본로 15,금강에스쁘아,37.5381012,126.8711664,목4동
2191,서울특별시,양천구,목동,목동중앙로 79,목동2차아이파크,37.5367574,126.8710395,목4동
2192,서울특별시,양천구,목동,목동중앙북로 108,엘리시아,37.546069,126.8752219,목2동
2193,서울특별시,양천구,신월동,가로공원로56길 10,금하뜨라네,37.5341523,126.8238408,신월3동
2194,서울특별시,양천구,신월동,지양로 101,길훈,37.5236289,126.8311671,신월7동
2195,서울특별시,양천구,신정동,오목로38길 16,신정동로마,37.5236773,126.8563602,신정4동
2196,서울특별시,양천구,신정동,신정이펜1로 50,이펜하우스3단지,37.5123566,126.8302118,신정3동
2197,서울특별시,영등포구,당산동4가,영신로55길 8,브라운스톤당산,37.5275423,126.9018834,당산2동
2198,서울특별시,영등포구,당산동4가,영신로57길 5,한강아파트,37.5279466,126.902726,당산2동
2199,서울특별시,영등포구,문래동3가,영신로25길 8,문래해태,37.517051,126.9015281,문래동
2200,서울특별시,영등포구,여의도동,국제금융로 86,롯데캐슬아이비,37.5199887,126.9320173,여의동
2201,서울특별시,용산구,서빙고동,서빙고로62길 27,한강르네상스,37.5194304,126.9925691,서빙고동
2202,서울특별시,용산구,이촌동,이촌로46길 26,퀸스리버빌,37.5204945,126.965563,이촌1동
2203,서울특별시,용산구,이촌동,이촌로 248,한강맨숀,37.5191423,126.9727198,이촌1동
2204,서울특별시,은평구,구산동,갈현로17길 17,브라운스톤구산,37.6115128,126.9090539,구산동
2205,서울특별시,은평구,역촌동,갈현로11길 7,현대타운,37.6050839,126.9095329,역촌동
2206,서울특별시,종로구,평창동,평창문화로 118,벽산블루밍평창힐스,37.6081463,126.9737054,평창동
2207,서울특별시,중랑구,면목동,사가정로71길 11,용마한신2,37.5810388,127.0942808,면목3·8동
2208,서울특별시,중랑구,묵동,공릉로2라길 15,신안1,37.6127708,127.0811197,묵1동
2209,서울특별시,중랑구,묵동,중랑역로49길 10,태창네스트빌,37.6163444,127.0772018,묵1동
2210,서울특별시,중랑구,신내동,신내로17길 41,진로아파트,37.6146037,127.0932509,신내2동
2211,서울특별시,강남구,논현동,학동로 338,논현파라곤,37.5164294,127.0401085,논현2동
2212,서울특별시,강남구,대치동,삼성로57길 45,삼성2차,37.4969536,127.0575023,대치1동
2213,서울특별시,강남구,대치동,삼성로 151,선경1차(1동-7동),37.4920745,127.0626072,대치1동
2214,서울특별시,강남구,대치동,삼성로64길 40,하이캐슬,37.5004369,127.0638259,대치2동
2215,서울특별시,강남구,도곡동,남부순환로 2615,도곡스타클래스,37.4851093,127.0357376,도곡1동
2216,서울특별시,강남구,도곡동,남부순환로377길 18,도곡현대힐스테이트102동,37.4874779,127.0455788,도곡1동
2217,서울특별시,강남구,삼성동,삼성로99길 14,삼성파크,37.5091691,127.0537745,삼성2동
2218,서울특별시,강남구,신사동,도산대로35길 46,리갈팰리스,37.5236508,127.0306713,압구정동
2219,서울특별시,강남구,역삼동,선릉로69길 20,e-편한세상,37.4987398,127.0498913,역삼2동
2220,서울특별시,강남구,역삼동,도곡로13길 19,롯데캐슬노블,37.4923,127.0357696,역삼1동
2221,서울특별시,강남구,역삼동,테헤란로25길 58,한양럭스,37.5042288,127.0345304,역삼1동
2222,서울특별시,강남구,청담동,삼성로135길 15,청담아르지움,37.5197745,127.0481767,청담동
2223,서울특별시,강동구,강일동,아리수로94길 19,강일리버파크6단지,37.563854,127.1764516,강일동
2224,서울특별시,강동구,길동,천호대로 1239,강동LG자이,37.5374401,127.1491782,길동
2225,서울특별시,강동구,길동,진황도로 87,청광플러스원큐브3차,37.5363282,127.136269,길동
2226,서울특별시,강동구,성내동,천호대로 1092,에스케이허브진,37.535113,127.1327527,성내2동
2227,서울특별시,강동구,성내동,성안로 54,태천해오름15차,37.5282534,127.1311803,성내3동
2228,서울특별시,강동구,암사동,고덕로24가길 4,삼화그린,37.5532822,127.1357564,암사1동
2229,서울특별시,강동구,암사동,올림픽로104길 32,암사라인,37.5552223,127.1312408,암사3동
2230,서울특별시,강동구,천호동,상암로41길 79,평대미진아파트,37.5497162,127.1409922,천호1동
2231,서울특별시,강북구,미아동,오현로 56,꿈의숲롯데캐슬,37.6172791,127.0363214,송중동
2232,서울특별시,강서구,등촌동,양천로66길 6,삼성한사랑1,37.5548795,126.8647112,등촌1동
2233,서울특별시,강서구,등촌동,등촌로 91,삼형.그레이스빌,37.5381585,126.8630525,등촌2동
2234,서울특별시,강서구,마곡동,방화대로34길 110,마곡일성트루엘아파트,37.5709949,126.8219938,방화1동
2235,서울특별시,강서구,마곡동,양천로30길 123-9,신안,37.5679771,126.8238637,가양1동
2236,서울특별시,강서구,염창동,공항대로63길 16,염창2차한화꿈에그린,37.5516915,126.8667514,염창동
2237,서울특별시,관악구,봉천동,보라매로3길 29,해태보라매타워,37.4911101,126.9250444,보라매동
2238,서울특별시,관악구,봉천동,인헌1길 34,휴먼아파트A,37.4744162,126.9687874,인헌동
2239,서울특별시,관악구,신림동,신사로 134,보라매해담채,37.4887,126.9166773,신사동
2240,서울특별시,관악구,신림동,신림로 318,청암두산위브센티움,37.4825443,126.930357,서원동
2241,서울특별시,광진구,자양동,자양로5길 33,와이엠프라젠스파,37.5308353,127.0841171,자양2동
2242,서울특별시,구로구,개봉동,고척로22길 84,동도센트리움(70-12),37.4982004,126.8466159,오류1동
2243,서울특별시,구로구,개봉동,남부순환로95길 54,삼환,37.4945846,126.8546779,개봉2동
2244,서울특별시,구로구,구로동,구로동로47길 24,중앙하이츠(1269),37.4987425,126.8804785,구로2동
2245,서울특별시,구로구,오류동,오류로8라길 20-8,길훈,37.490432,126.8436935,오류2동
2246,서울특별시,구로구,오류동,경인로20나길 30,이좋은집,37.4947853,126.8419867,오류1동
2247,서울특별시,금천구,독산동,두산로 36,진도2차,37.4699199,126.8921342,독산1동
2248,서울특별시,금천구,시흥동,금하로30길 34,탑스빌,37.4489187,126.9156916,시흥2동
2249,서울특별시,노원구,공릉동,동일로198길 24,공릉우성아파트,37.6285089,127.0726784,공릉1동
